TITLE,AUTHOR,HATHI_ID,PUBLISHER,YEAR,GENDER,RACE,NATIONALITY,GENRE,YEAR_CORRECT
Mephisto / | $c: Klaus Mann ; translated from the German by Robin Smyth.,"Mann, Klaus,",uc1.b3828189,New York|Random House|c1977.,1977,male,white,german,LIT,1977
"Over by the river, and other stories / | $c: William Maxwell.","Maxwell, William,",mdp.39015005077501,New York|Knopf : distributed by Random House|1977.,1977,male,white,american,LIT,1977
Long time no see : | an 87th precinct mystery / | $c: by Ed McBain [i.e. E. Hunter],"McBain, Ed,",uc1.b4951186,New York|Random House|c1977,1977,male,white,american,DET,1977
Blowback / | $c: Bill Pronzini,"Pronzini, Bill",uc1.32106014452376,New York|Random House|c1977,1977,male,white,american,DET,1977
The fan / | $c: by Bob Randall.,"Randall, Bob.",mdp.39015000597271,New York|Random House|c1977.,1977,male,white,american,DET,1977
Guinever's gift / | $c: Nicole St. John.,"St. John, Nicole.",mdp.39015051815150,New York|Random House|c1977.,1977,na,na,na,LIT,1977
All the time there is / | $c: Toby Stein.,"Stein, Toby.",uc1.b4368507,New York|Random House|c1977.,1977,male,white,american,LIT,1977
The man from next door : | a novel / | $c: by Honor Tracy.,"Tracy, Honor,",uc1.b3472564,New York|Random House|c1977.,1977,F,Caucasian,British,ROM,1977
The sun and the moon / | $c: Niccol__í_Œ‚í_Œé__ Tucci.,"Tucci, Niccol__í_Œ‚í_Œé__,",mdp.39015014618105,New York|Knopf : distributed by Random House|1977.,1977,male,white,italian,,1977
Earthly possessions / | $c: Anne Tyler.,"Tyler, Anne.",uc1.32106010138748,New York|Knopf : distributed by Random House|1977.,1977,F,Caucasian,American,DET,1977
The poorhouse fair / | $c: by John Updike.,"Updike, John.",mdp.39015005342616,New York|Knopf : distributed by Random House|1977.,1977,male,white,american,LIT,1977
A place to come to : | a novel / | $c: by Robert Penn Warren.,"Warren, Robert Penn,",mdp.39015010351065,New York|Random House|c1977.,1977,M,Caucasian,American,LIT,1977
"Doctor, lawyer ... / | $c: Collin Wilcox","Wilcox, Collin",mdp.39015061467133,New York|Random House|c1977,1977,male,white,american,DET,1977
Inklings / | $c: Geoffrey Wolff.,"Wolff, Geoffrey,",uc1.b4951613,New York|Random House|c1977.,1977,M,Caucasian,American,DET,1977
Catching fire / | $c: Wyatt Wyatt.,"Wyatt, Wyatt,",uc1.b4355419,New York|Random House|c1977.,1977,male,white,american,ROM,1977
Alfred Hitchcock presents : | stories that go bump in the night / | $c: edited by Alfred Hitchcock.,,mdp.39015005429405,New York|Random House|c1977.,1977,male,white,british,DET,1977
"Contemporary Japanese literature : | an anthology of fiction, film, and other writing since 1945 / | $c: edited by Howard Hibbett.",,mdp.39015002688839,New York|Knopf : distributed by Random House|c1977.,1977,na,na,na,LIT,1977
Galactic dreamers : | science fiction as visionary literature / | $c: edited and introduced by Robert Silverberg.,,uc1.32106002059704,New York|Random House|c1977.,1977,na,na,na,SCI,1977
"Hercules, The Legendary Journeys","Alvarez, Cynthia",,Random House,1978,F,Black,American,FAN,1996
High Style,"Calhoun, B B",,Random House,1978,,,,YA,1995
Hold My Hand - Or Else!,"Clark, Margaret",,Random House,1978,F,Caucasian,Nationality,YA,1993
Heart Of Darkness,"Conrad, Joseph",,Random House,1978,M,Caucasian,British,LIT,"1993, 1967"
Heroes,"Cormier, Robert",,Random House,1978,M,Caucasian,American,YA,"2000, 1998"
Home For The Day,"Ferrell, Anderson",,Random House,1978,M,Caucasian,American,LIT,1994
Heartstopper,"Fielding, Joy",,Random House,1978,M,Caucasian,Canadian,DET,1984
Hide,"Gardner, Lisa",,Random House,1978,F,Caucasian,American,DET,1984
Haunted Horseback Holiday,"Hart, Alison",,Random House,1978,F,Caucasian,American,YA,1996
Havok,"Hughes, Francine",,Random House,1978,F,white,,YA,1994
Henry James,"James, Henry",,Random House,1978,M,Caucasian,American/British,LIT,1994
Hilary Knight'S Cinderella,"Knight, Hilary",,Random House,1978,M,Caucasian,American,YA,1978
Highways To A War,"Koch, C J",,Random House,1978,M,Caucasian,Australian,DET,"1999, 1995"
Hombre,"Leonard, Elmore",,Random House,1978,M,Caucasian,American,WEST,1961
Hero'S Trial,"Luceno, James",,Random House,1978,M,Caucasian,American,YA,2000
"Herovit'S World,","Malzberg, Barry N",,Random House,1978,M,Caucasian,American,SCI,1973
History,"Morante, Elsa, Approximately",,Random House,1978,F,Caucasian,Italian,LIT,1977
Hollywood Hound,"Sharmat, Marjorie Weinman",,Random House,1978,F,Caucasian,American,YA,"2000, 1993"
Hatchling,"Snyder, Midori",,Random House,1978,F,Caucasian,American,YA,1995
Heidi,"Spyri, Johanna",,Random House,1978,F,Caucasian,Swiss,YA,1984
Haveli,"Staples, Suzanne Fisher",,Random House,1978,F,Caucasian,American,YA,1993
"Heads You Die, Tails They Kill You","Tatham, James",,Random House,1978,M,Caucasian?,Australian,DET,1998
Hideaway,"Thomas, Ruth",,Random House,1978,F,Caucasian,British,DET,"1995, 1994"
Secrets and surprises : | short stories / | $c: by Ann Beattie.,"Beattie, Ann.",mdp.39015058012330,New York|Random House|c1978.,1978,F,Caucasian,American,LIT,1978
Hasen : | a novel / | $c: by Reuben Bercovitch.,"Bercovitch, Reuben.",mdp.39015030947983,New York|Knopf : distributed by Random House|1978.,1978,male,white,american,LIT,1978
The burglar in the closet / | $c: Lawrence Block,"Block, Lawrence",uc1.b4950651,New York|Random House|c1978,1978,male,white,american,DET,1978
Blinded by the light / | $c: Robin F. Brancato.,"Brancato, Robin F.",mdp.39015004265834,New York|Knopf : distributed by Random House|c1978.,1978,na,na,na,DET,1978
Tender mercies / | $c: Rosellen Brown.,"Brown, Rosellen.",mdp.39015005014165,New York|Knopf : distributed by Random House|1978.,1978,female,white,american,ROM,1978
Tragic magic : | a novel / | $c: by Wesley Brown.,"Brown, Wesley,",uc1.b3467348,New York|Random House|c1978.,1978,M,Black,American,LIT,1978
Happy all the time : | a novel / | $c: by Laurie Colwin.,"Colwin, Laurie.",mdp.39015000514714,New York|Knopf : distributed by Random House|1978.,1978,female,white,american,ROM,1978
Flashman's lady / | $c: George MacDonald Fraser.,"Fraser, George MacDonald,",mdp.49015000703570,"New York|Knopf : distributed by Random House|1978, c1977.",1978,male,white,scottish,YA,1978
In my father's house / | $c: Ernest J. Gaines,"Gaines, Ernest J.,",uc1.$b190400,New York|Knopf : distributed by Random|1978,1978,male,afam,american,LIT,1978
Violet Clay / | $c: by Gail Godwin.,"Godwin, Gail.",uc1.32106015588442,New York|Knopf : distributed by Random House|1978.,1978,F,Caucasian,American,ROM,1978
Final payments / | $c: Mary Gordon.,"Gordon, Mary,",mdp.39015046868629,New York|Random House|c1978.,1978,female,white,american,LIT,1978
"Gone, no forwarding : | a DKA file novel / | $c: Joe Gores","Gores, Joe,",uc1.b4950691,New York|Random House|c1978,1978,male,white,american,DET,1978
Continental drift / | $c: by James D. Houston.,"Houston, James D.",uc1.32106002174412,New York|Knopf : distributed by Random House|1978.,1978,male,white,canadian,LIT,1978
The eighth sin / | $c: Stefan Kanfer.,"Kanfer, Stefan.",mdp.39015030699519,New York|Random House|c1978.,1978,M,Caucasian,American,LIT,1978
Stories / | $c: Doris Lessing.,"Lessing, Doris May,",mdp.39015000225097,New York|Knopf : distributed by Random House|1978.,1978,female,white,american,LIT,1978
Chesapeake / | $c: James A. Michener.,"Michener, James A. (James Albert),",mdp.39015000680200,New York|Random House|c1978.,1978,male,white,american,HIST,1978
The trouble of it is / | $c: by David M. Newell ; ill. and calligraphy by Mark Livingston.,"Newell, David McCheyne,",uc1.b3711091,New York|Knopf : distributed by Random House|1978.,1978,male,white,american,LIT,1978
Selected stories / | $c: V. S. Pritchett.,"Pritchett, V. S. (Victor Sawdon),",mdp.39015000604960,New York|Random House|c1978.,1978,male,white,british,LIT,1978
Fighting back / | $c: Ronni Sandroff.,"Sandroff, Ronni.",uc1.b4358762,New York|Knopf : distributed by Random House|1978.,1978,female,white,american,FAN,1978
Burning questions : | a novel / | $c: Alix Kates Shulman.,"Shulman, Alix Kates.",uc1.32106005016594,New York|Knopf : distributed by Random House|1978.,1978,F,Caucasian,American,HIST,1978
Three by Box : | the complete mysteries of Edgar Box [i.e. G. Vidal].,"Vidal, Gore,",mdp.39015008968219,New York|Random House|c1978.,1978,M,Caucasian,American,DET,1978
Kalki : | a novel / | $c: by Gore Vidal.,"Vidal, Gore,",mdp.39015005516904,New York|Random House|c1978.,1978,male,white,american,SCI,1978
Hot Wheels,"Arden, William",,Random House,1979,M,Caucasian,American,YA,1989
Hope Was Here,"Bauer, Joan",,Random House,1979,F,Caucasian,American,ROM,2000
Hoof Beat,"Bryant, Bonnie",,Random House,1979,F,Caucasian,American,YA,1990
Hot Or What,"Clark, M D",,Random House,1979,F,Caucasian,Nationality,ROM,1995
"Hungry, Hungry Sharks","Cole, Joanna",,Random House,1979,F,Caucasian,American,YA,1986
Horror On The Ruby X,"Crane, Frances",,Random House,1979,F,white,American,DET,1956
House Of Sand And Fog,"Dubus, Andre",,Random House,1979,M,Caucasian,American,LIT,1999
House Of Cards,"Ellin, Stanley",,Random House,1979,M,white,American,DET,1967
Hurricane Guest,"Epstein, Sam",,Random House,1979,,,,DET,1964
How Superman Came To Earth,"Fradon, Ramona",,Random House,1979,F,Caucasian,American,YA,1980
How The Leopard Got His Spots And Other Just So Stories,"Kipling, Rudyard",,Random House,1979,M,Caucasian,British,YA,1993
Hook,"Korman, Justine",,Random House,1979,F,white,American,YA,1991
Hondo,"L'Amour, Louis",,Random House,1979,M,Caucasian,American,WEST,1997
Honey For Tomorrow,"Lait, Robert",,Random House,1979,M,Caucasian,,LIT,1961
Hotel Pastis,"Mayle, Peter",,Random House,1979,M,Caucasian,British,ROM,"1994, 1993"
Horseman,"Nicol, Mike",,Random House,1979,M,Caucasian,South African,FAN,1995
Hour Of The Olympics,"Osborne, Mary Pope",,Random House,1979,F,Caucasian,American,YA,1998
How To Ruin A Friendship,"Pascal, Francine",,Random House,1979,F,Caucasian,American,YA,"2000, 1999"
Hot Ice,"Roberts, Nora",,Random House,1979,F,Caucasian,American,DET,1987
"Hotel Room,","Woolrich, Cornell",,Random House,1979,M,Caucasian,American,LIT,1958
Secret rendezvous / | $c: by Kobo Ab__í_Œ‚í_Œé___í_Œ‚í_Œé__ ; translated by Juliet W. Carpenter.,"Abe, K___b___,",mdp.39015005549541,New York|Knopf : distributed by Random House|1979.,1979,male,asian,japanese,,1979
Beautiful girl : | stories / | $c: by Alice Adams.,"Adams, Alice,",mdp.39015008431416,New York|Knopf : distributed by Random House|c1979.,1979,F,Caucasian,American,ROM,1979
"Tieta, the goat girl : | or, The return of the prodigal daughter : melodramatic serial novel in five sensational episodes, with a touching epilogue, thrills and suspense] / | $c: Jorge Amado ; translated from the Portuguese by Barbara Shelby Merello.","Amado, Jorge,",mdp.39015040781737,New York|Knopf : distributed by Random House|1979.,1979,male,latinx,brazilian,DET,1979
Sex and rage : | advice to young ladies eager for a good time : a novel / | $c: by Eve Babitz.,"Babitz, Eve.",mdp.39015029928200,New York|Knopf : distributed by Random House|1979.,1979,female,white,american,ROM,1979
The burglar who liked to quote Kipling / | $c: Lawrence Block.,"Block, Lawrence.",uc1.32106006289893,New York|Random House|c1979.,1979,male,white,american,DET,1979
Glory day / | $c: Paul Darcy Boles.,"Boles, Paul Darcy,",uc1.b4432459,New York|Random House|c1979.,1979,male,white,american,ROM,1979
A night of serious drinking / | $c: Ren__í_Œ‚í_Œé___í_Œ‚í_Œé__ Daumal ; translated from the French by David Coward & E. A. Lovatt.,"Daumal, Ren__í_Œ‚í_Œé___í_Œ‚í_Œé__,",mdp.39015019073652,Boulder|Shambhala|New York|distributed in the U.S. by Random House|1979.,1979,male,white,french,,1979
Oilers and sweepers and other stories / | $c: by George Dennison.,"Dennison, George,",mdp.39015008977020,New York|Random House|c1979.,1979,M,Caucasian,American,LIT ,1979
Drinks before dinner : | a play / | $c: by E. L. Doctorow.,"Doctorow, E. L.,",mdp.39015013022648,New York|Random House|c1979.,1979,M,Caucasian,American,LIT,1979
Rope of wind and other stories / | $c: Henry Dumas ; edited and with an introd. by Eugene B. Redmond.,"Dumas, Henry,",mdp.39015031233078,New York|Random House|c1979.,1979,M,Black,American,LIT,1979
Uncollected stories of William Faulkner / | $c: edited by Joseph Blotner.,"Faulkner, William,",uc1.32106005428039,New York|Random House|c1979.,1979,male,white,american,LIT,1979
Sleepless nights / | $c: Elizabeth Hardwick.,"Hardwick, Elizabeth.",mdp.39015008960372,New York|Random House|c1979.,1979,F,Caucasian,American,ROM,1979
City of God : | a novel of the Borgias / | $c: by Cecelia Holland.,"Holland, Cecelia,",mdp.39015005484855,New York|Knopf ; distributed by Random House|1979.,1979,F,white,American,HIST,1979
Only children / | $c: Alison Lurie.,"Lurie, Alison.",mdp.39015000564032,New York|Random House|1979.,1979,F,Caucasian,American,HIST,1979
Suttree / | $c: Cormac McCarthy.,"McCarthy, Cormac,",mdp.39015008203286,New York|Random House|c1979.,1979,male,white,american,LIT,1979
The watermen : | selections from Chesapeake / | $c: by James A. Michener ; with drawings made for this book by John Moll.,"Michener, James A. (James Albert),",uc1.32106005145641,New York|Random House|c1979.,1979,male,white,american,LIT,1979
The murder of Miranda / | $c: Margaret Millar.,"Millar, Margaret.",uc1.32106002180740,New York|Random House|c1979.,1979,female,white,american/canadian,DET,1979
Filaree : | a novel of an American life / | $c: Marguerite Noble.,"Noble, Marguerite,",mdp.39015030707692,New York|Random House|c1979.,1979,female,white,american,LIT,1979
The dog of the South / | $c: by Charles Portis.,"Portis, Charles.",mdp.39015002708504,New York|Knopf : distributed by Random House|1979.,1979,male,white,american,LIT,1979
On the edge of the cliff : | short stories / | $c: by V. S. Pritchett.,"Pritchett, V. S. (Victor Sawdon),",mdp.39015000606650,New York|Random House|c1979.,1979,male,white,british,LIT,1979
Do not worry about the bear : | stories / | $c: by Michael Rogers.,"Rogers, Michael,",mdp.39015002741927,New York|Knopf : distributed by Random House|1979.,1979,na,na,na,YA,1979
Endless love / | $c: by Scott Spencer.,"Spencer, Scott.",mdp.39015046842806,"SI0 aNew York : bKnopf ; cdistributed by Random House, 1979.",1979,M,Caucasian,American,ROM,1979
Sophie's choice / | $c: William Styron.,"Styron, William,",uc1.32106006152380,New York|Random House|c1979.,1979,M,Caucasian,American,LIT,1979
The ballad of Castle Reef / | $c: Honor Tracy,"Tracy, Honor,",uc1.b3472559,New York|Random House|c1979,1979,F,Caucasian,British,ROM,1979
Problems and other stories / | $c: John Updike.,"Updike, John.",mdp.39015003474395,New York|Alfred A. Knopf : distributed by Random House|1979.,1979,male,white,american,LIT,1979
I Was A Third Grade Science Project,"Auch, Mary Jane",,Random House,1980,F,Caucasian,American,YA,2000
Idioglossia,"Bailey, Eleanor",,Random House,1980,F,Caucasian,Australian,LIT,2000
Iggie'S House,"Blume, Judy",,Random House,1980,F,Caucasian,American,YA,1970
"I Wish I Was Sick, Too!","Brandenberg, Franz",,Random House,1980,M,Caucasian,Swiss,YA,1976
Incognito,"Carmichael, Claire",,Random House,1980,F,Caucasian,Australian,YA,2000
I Am The Cheese,"Cormier, Robert",,Random House,1980,M,Caucasian,American,YA,1977
I'Ll Teach My Dog A Lot Of Words,"Frith, Michael K",,Random House,1980,M,Caucasian,Bermudan,YA,"1999, 1973"
In Pursuit Of The Proper Sinner,"George, Elizabeth",,Random House,1980,,,,DET,1999
In Bikole,"Gilroy, Tom",,Random House,1980,M,Caucasian,American,LIT,1978
If I Knew What I Was Doing,"Goldstein, Arthur D",,Random House,1980,M,white,american,YA,1974
I Hate Kisses,"Harris, Robie H",,Random House,1980,F,Caucasian,American,YA,1981
Incognito Mosquito Flies Again!,"Hass, E A",,Random House,1980,,,,YA,1985
Incognito Mosquito Takes To The Air,"Hass, E A",,Random House,1980,,,,YA,1986
"Incognito Mosquito, Private Insective","Hass, E A",,Random House,1980,,,,YA,"1985, 1982"
I'Ve Lost My Best Friend,"Howard, Megan",,Random House,1980,female,white,American,YA,1994
Icebound,"Koontz, Dean",,Random House,1980,M,Caucasian,American,DET,1995
I Want To Be Somebody New!,"Lopshire, Robert",,Random House,1980,M,Caucasian?,American,YA,1986
In Cahoots,"Macpherson, Malcolm",,Random House,1980,M,Caucasian,American,YA,1994
"If Ever I Return, Pretty Peggy-O","Mccrumb, Sharyn",,Random House,1980,F,Caucasian,American,DET,"1991, 1990"
I Would If I Could,"Miles, Betty",,Random House,1980,F,white,American,YA,1982
I'Ll Never Love Again,"Pascal, Francine",,Random House,1980,F,Caucasian,American,YA,2000
In The Hand Of The Goddess,"Pierce, Tamora",,Random House,1980,F,Caucasian,American,FAN,1984
In The Quiet,"Ross, Adrienne",,Random House,1980,F,Black,American,YA,2000
In The Tennessee Country,"Taylor, Peter",,Random House,1980,M,Caucasian,American,HIST,1994
"If I Forget, You Remember","Williams, Carol Lynch",,Random House,1980,F,Caucasian,American,YA,1998
The salt eaters / | $c: by Toni Cade Bambara.,"Bambara, Toni Cade.",mdp.39015001511172,New York|Random House|1980.,1980,female,afam,american,LIT,1980
The burglar who studied Spinoza / | $c: Lawrence Block.,"Block, Lawrence.",uc1.32106005114258,New York|Random House|c1980.,1980,male,white,american,DET,1980
A gentle occupation / | $c: by Dirk Bogarde.,"Bogarde, Dirk,",mdp.39015051349754,New York|Knopf : distributed by Random House|1980.,1980,M,Caucasian,British,LIT,1980
The stories of Ray Bradbury / | $c: with an introd. by the author.,"Bradbury, Ray,",mdp.39015012428291,New York|Knopf : distributed by Random House|1980.,1980,M,Caucasian,American,SCI,1980
